Date,SPY,QQQ
2020-01-02,304.1135559082031,210.6053924560547
2020-01-03,301.81072998046875,208.67626953125
2020-01-06,302.962158203125,210.02076721191406
2020-01-07,302.1102600097656,209.9915771484375
2020-01-08,303.7204284667969,211.56991577148438
2020-01-09,305.77984619140625,213.36265563964844
2020-01-10,304.89984130859375,212.8170623779297
2020-01-13,306.99676513671875,215.27227783203125
2020-01-14,306.5287170410156,214.4246063232422
2020-01-15,307.2214050292969,214.5123291015625
2020-01-16,309.7770080566406,216.568115234375
2020-01-17,310.7412414550781,217.63986206054688
2020-01-21,310.1326904296875,217.54244995117188
2020-01-22,310.17010498046875,218.11727905273438
2020-01-23,310.5258483886719,218.81875610351562
2020-01-24,307.764404296875,216.97732543945312
2020-01-27,302.8310241699219,212.4955291748047
2020-01-28,306.0045166015625,215.7594451904297
2020-01-29,305.751708984375,216.11021423339844
2020-01-30,306.7440490722656,216.87989807128906
2020-01-31,301.1741638183594,213.44061279296875
2020-02-03,303.4114990234375,216.66558837890625
2020-02-04,308.03582763671875,221.62474060058594
2020-02-05,311.59307861328125,222.35546875
2020-02-06,312.6414794921875,224.27488708496094
2020-02-07,310.9751892089844,223.31027221679688
2020-02-10,313.2967224121094,226.00912475585938
2020-02-11,313.8397216796875,226.04811096191406
2020-02-12,315.8617248535156,228.25003051757812
2020-02-13,315.52471923828125,227.9576873779297
2020-02-14,316.0301208496094,228.61048889160156
2020-02-18,315.2157897949219,228.69821166992188
2020-02-19,316.7229309082031,230.89041137695312
2020-02-20,315.4217224121094,228.7469024658203
2020-02-21,312.17340087890625,224.352783203125
2020-02-24,301.8200988769531,215.70095825195312
2020-02-25,292.67425537109375,209.83566284179688
2020-02-26,291.5977478027344,210.91712951660156
2020-02-27,278.50164794921875,200.355712890625
2020-02-28,277.3314514160156,200.51161193847656
2020-03-02,289.3417663574219,210.8586883544922
2020-03-03,281.0571594238281,204.09701538085938
2020-03-04,292.8708801269531,212.61245727539062
2020-03-05,283.1353454589844,206.15284729003906
2020-03-06,278.4547424316406,202.674560546875
2020-03-09,256.7090148925781,188.5958709716797
2020-03-10,269.9923400878906,198.86502075195312
2020-03-11,256.83062744140625,190.20350646972656
2020-03-12,232.2578582763672,172.76344299316406
2020-03-13,252.11270141601562,187.3974609375
2020-03-16,224.52561950683594,164.94955444335938
2020-03-17,236.64820861816406,177.4595947265625
2020-03-18,224.66603088378906,172.0619354248047
2020-03-19,225.14341735839844,173.09474182128906
2020-03-20,215.4410400390625,166.31356811523438
2020-03-23,209.93263244628906,166.43365478515625
2020-03-24,228.9532012939453,179.32186889648438
2020-03-25,232.38067626953125,177.99400329589844
2020-03-26,245.94935607910156,187.3672332763672
2020-03-27,238.6235809326172,180.92311096191406
2020-03-30,246.37306213378906,187.50392150878906
2020-03-31,242.70071411132812,185.90264892578125
2020-04-01,231.7780303955078,178.0037384033203
2020-04-02,237.1264190673828,181.61636352539062
2020-04-03,233.69894409179688,179.03871154785156
2020-04-06,249.3956298828125,191.83901977539062
2020-04-07,249.6498565673828,191.76089477539062
2020-04-08,258.0301513671875,195.8324432373047
2020-04-09,261.9567565917969,196.11558532714844
2020-04-13,259.5650634765625,198.23434448242188
2020-04-14,267.2203063964844,206.85574340820312
2020-04-15,261.5424499511719,204.48316955566406
2020-04-16,262.80419921875,208.2129364013672
2020-04-17,269.9039306640625,210.20474243164062
2020-04-20,265.1487731933594,207.7149658203125
2020-04-21,257.0980529785156,200.0504150390625
2020-04-22,262.80419921875,205.98678588867188
2020-04-23,262.78533935546875,205.5474090576172
2020-04-24,266.4482727050781,208.78897094726562
2020-04-27,270.28997802734375,210.4683380126953
2020-04-28,269.04705810546875,206.50425720214844
2020-04-29,276.0903625488281,213.82711791992188
2020-04-30,273.519775390625,213.73922729492188
2020-05-01,266.2787170410156,207.7149658203125
2020-05-04,267.01324462890625,210.1363983154297
2020-05-05,269.4801940917969,212.51873779296875
2020-05-06,267.65350341796875,213.82711791992188
2020-05-07,270.8832092285156,216.5805206298828
2020-05-08,275.36529541015625,219.5487060546875
2020-05-11,275.42181396484375,221.51121520996094
2020-05-12,269.9322509765625,216.87338256835938
2020-05-13,265.1581726074219,214.15907287597656
2020-05-14,268.33148193359375,216.5902557373047
2020-05-15,269.5650329589844,217.99627685546875
2020-05-18,277.77587890625,222.0579833984375
2020-05-19,274.92279052734375,221.5014190673828
2020-05-20,279.5931091308594,225.92445373535156
2020-05-21,277.662841796875,223.46395874023438
2020-05-22,278.19012451171875,224.2353057861328
2020-05-26,281.6175842285156,223.62997436523438
2020-05-27,285.8078308105469,224.85043334960938
2020-05-28,285.280517578125,224.5575408935547
2020-05-29,286.5516052246094,227.84788513183594
2020-06-01,287.70989990234375,228.5313720703125
2020-06-02,290.09210205078125,230.0642852783203
2020-06-03,293.95269775390625,231.0992431640625
2020-06-04,293.1806640625,229.4784698486328
2020-06-05,300.6946716308594,234.0283966064453
2020-06-08,304.32928466796875,235.84446716308594
2020-06-09,302.0600891113281,237.5531463623047
2020-06-10,300.37457275390625,240.4041290283203
2020-06-11,283.0582580566406,228.49232482910156
2020-06-12,286.4480895996094,230.3084259033203
2020-06-15,289.12225341796875,233.11056518554688
2020-06-16,294.6872253417969,237.11376953125
2020-06-17,293.4631042480469,237.86558532714844
2020-06-18,293.57611083984375,238.50999450683594
2020-06-19,291.8983459472656,238.47093200683594
2020-06-22,293.7709045410156,241.33082580566406
2020-06-23,295.12335205078125,243.38478088378906
2020-06-24,287.5950927734375,238.36724853515625
2020-06-25,290.6783447265625,240.63633728027344
2020-06-26,283.7742614746094,234.9537811279297
2020-06-29,287.9450378417969,237.51634216308594
2020-06-30,291.63348388671875,242.17196655273438
2020-07-01,293.67633056640625,244.99859619140625
2020-07-02,295.2936096191406,246.6613311767578
2020-07-06,299.8521423339844,252.72544860839844
2020-07-07,296.759521484375,250.9844512939453
2020-07-08,299.029296875,254.29034423828125
2020-07-09,297.3269348144531,256.4323425292969
2020-07-10,300.3627624511719,258.1831359863281
2020-07-13,297.761962890625,252.87216186523438
2020-07-14,301.6206970214844,254.66207885742188
2020-07-15,304.3918151855469,255.1803741455078
2020-07-16,303.38934326171875,253.43939208984375
2020-07-17,304.2688293457031,253.73289489746094
2020-07-20,306.7277526855469,260.9314880371094
2020-07-21,307.38037109375,258.2124328613281
2020-07-22,309.1300048828125,259.1220703125
2020-07-23,305.4414978027344,252.35374450683594
2020-07-24,303.474365234375,249.95745849609375
2020-07-27,305.6874694824219,254.41751098632812
2020-07-28,303.7486572265625,251.18006896972656
2020-07-29,307.484375,254.07521057128906
2020-07-30,306.3873291015625,255.40536499023438
2020-07-31,308.8084411621094,259.9632263183594
2020-08-03,310.955322265625,263.4745178222656
2020-08-04,312.156494140625,264.4525451660156
2020-08-05,314.0951843261719,265.1078186035156
2020-08-06,316.1947937011719,268.61920166015625
2020-08-07,316.4217834472656,265.5186767578125
2020-08-10,317.36749267578125,264.38409423828125
2020-08-11,314.74774169921875,259.3763122558594
2020-08-12,319.1360778808594,265.900146484375
2020-08-13,318.5591735839844,266.506591796875
2020-08-14,318.5686950683594,266.19354248046875
2020-08-17,319.5805969238281,269.2842102050781
2020-08-18,320.2710266113281,271.876220703125
2020-08-19,318.9375915527344,270.0471496582031
2020-08-20,319.93060302734375,273.7931823730469
2020-08-21,321.0655212402344,275.6907043457031
2020-08-24,324.31884765625,277.4121398925781
2020-08-25,325.4537658691406,279.5931701660156
2020-08-26,328.7166442871094,285.5594482421875
2020-08-27,329.43536376953125,284.6694030761719
2020-08-28,331.5633239746094,286.1169738769531
2020-08-31,330.36224365234375,288.4154968261719
2020-09-01,333.4738464355469,293.3450012207031
2020-09-02,338.2972106933594,296.1227722167969
2020-09-03,326.6549072265625,281.1091613769531
2020-09-04,323.9879455566406,277.3631896972656
2020-09-08,315.1355285644531,264.031982421875
2020-09-09,321.358642578125,271.7881774902344
2020-09-10,315.7786865234375,266.3695983886719
2020-09-11,315.9394836425781,264.52105712890625
2020-09-14,320.1007995605469,269.1278076171875
2020-09-15,321.7179870605469,272.94232177734375
2020-09-16,320.4412841796875,268.58984375
2020-09-17,317.6229248046875,264.3938903808594
2020-09-18,313.9661865234375,261.0195007324219
2020-09-21,310.47186279296875,261.6454772949219
2020-09-22,313.63385009765625,266.506591796875
2020-09-23,306.36041259765625,258.3689270019531
2020-09-24,307.177001953125,259.57196044921875
2020-09-25,312.14312744140625,265.6066589355469
2020-09-28,317.32757568359375,271.1230773925781
2020-09-29,315.59942626953125,269.90045166015625
2020-09-30,317.9922790527344,271.7490539550781
2020-10-01,320.03375244140625,276.06231689453125
2020-10-02,316.9952392578125,268.29638671875
2020-10-05,322.6165466308594,274.0181884765625
2020-10-06,318.0302734375,269.1278076171875
2020-10-07,323.566162109375,273.783447265625
2020-10-08,326.4337158203125,275.24072265625
2020-10-09,329.3487854003906,279.44647216796875
2020-10-12,334.6472473144531,288.0731201171875
2020-10-13,332.46331787109375,288.0633850097656
2020-10-14,330.3742980957031,285.6573181152344
2020-10-15,329.9660339355469,283.740234375
2020-10-16,329.7665710449219,282.1851806640625
2020-10-19,324.7530212402344,277.5783996582031
2020-10-20,326.0539245605469,278.17498779296875
2020-10-21,325.4366455078125,277.9598083496094
2020-10-22,327.22186279296875,277.95001220703125
2020-10-23,328.332763671875,278.49774169921875
2020-10-26,322.2652282714844,274.3213806152344
2020-10-27,321.1542663574219,276.46337890625
2020-10-28,310.177490234375,265.6849365234375
2020-10-29,313.330078125,270.33087158203125
2020-10-30,310.06365966796875,263.4745178222656
2020-11-02,313.5389099121094,264.0614013671875
2020-11-03,319.0747985839844,268.6289367675781
2020-11-04,326.2058410644531,280.62017822265625
2020-11-05,332.5677490234375,287.9362487792969
2020-11-06,332.4918212890625,288.1513671875
2020-11-09,336.6697998046875,282.26336669921875
2020-11-10,336.1759948730469,277.20672607421875
2020-11-11,338.67333984375,283.4076843261719
2020-11-12,335.3878173828125,282.0775146484375
2020-11-13,340.0311279296875,284.5520324707031
2020-11-16,344.2756042480469,286.7723388671875
2020-11-17,342.4239807128906,285.86273193359375
2020-11-18,338.3030090332031,283.7500305175781
2020-11-19,339.72723388671875,285.97021484375
2020-11-20,337.40093994140625,284.01416015625
2020-11-23,339.4234619140625,284.0238952636719
2020-11-24,344.8928527832031,288.01446533203125
2020-11-25,344.361083984375,289.7847900390625
2020-11-27,345.3201599121094,292.4549255371094
2020-11-30,343.7913513183594,293.051513671875
2020-12-01,347.551513671875,296.807373046875
2020-12-02,348.2827453613281,297.1888122558594
2020-12-03,348.1877746582031,297.609375
2020-12-04,351.1883544921875,298.82220458984375
2020-12-07,350.4666442871094,300.51434326171875
2020-12-08,351.49212646484375,301.53155517578125
2020-12-09,348.3396301269531,294.7044372558594
2020-12-10,348.22576904296875,295.88800048828125
2020-12-11,347.8174133300781,295.23272705078125
2020-12-14,346.26019287109375,297.37469482421875
2020-12-15,350.9414367675781,300.5533752441406
2020-12-16,351.49212646484375,302.20635986328125
2020-12-17,353.4576721191406,304.1820983886719
2020-12-18,352.0464172363281,303.2626953125
2020-12-21,350.78765869140625,302.6953430175781
2020-12-22,350.1964416503906,303.5184020996094
2020-12-23,350.5111083984375,301.9898681640625
2020-12-24,351.8747253417969,303.32244873046875
2020-12-28,354.89764404296875,306.3795471191406
2020-12-29,354.2205810546875,306.6539306640625
2020-12-30,354.7259216308594,306.66375732421875
2020-12-31,356.52825927734375,307.4182434082031
2021-01-04,351.6744689941406,303.0774841308594
2021-01-05,354.0965576171875,305.5761413574219
2021-01-06,356.2135925292969,301.3431701660156
2021-01-07,361.5060119628906,308.6333312988281
2021-01-08,363.5658264160156,312.60162353515625
2021-01-11,361.11505126953125,308.08453369140625
2021-01-12,361.1912841796875,307.5946350097656
2021-01-13,362.1639099121094,309.671875
2021-01-14,360.89569091796875,308.01593017578125
2021-01-15,358.2637939453125,305.5761413574219
2021-01-19,361.0768737792969,310.0344543457031
2021-01-20,366.0736999511719,317.24609375
2021-01-21,366.4074401855469,319.78387451171875
2021-01-22,365.110595703125,318.8628845214844
2021-01-25,366.5505065917969,321.49859619140625
2021-01-26,365.9783020019531,321.968994140625
2021-01-27,357.03369140625,312.9934997558594
2021-01-28,360.1041564941406,314.8454895019531
2021-01-29,352.8950500488281,308.22174072265625
2021-02-01,358.7691345214844,315.9233703613281
2021-02-02,363.84228515625,321.0773010253906
2021-02-03,364.12835693359375,319.8035583496094
2021-02-04,368.2669372558594,323.5857238769531
2021-02-05,369.71636962890625,324.68316650390625
2021-02-08,372.3865051269531,326.8584899902344
2021-02-09,372.1385192871094,326.78985595703125
2021-02-10,371.9764404296875,326.0451965332031
2021-02-11,372.5771789550781,327.8382873535156
2021-02-12,374.4176330566406,329.670654296875
2021-02-16,374.0934143066406,328.7789306640625
2021-02-17,374.17913818359375,327.20135498046875
2021-02-18,372.5867004394531,325.7707824707031
2021-02-19,371.9287109375,324.3500061035156
2021-02-22,369.0679626464844,315.9429016113281
2021-02-23,369.51611328125,315.0022277832031
2021-02-24,373.58795166015625,317.5988464355469
2021-02-25,364.5860595703125,306.526611328125
2021-02-26,362.70751953125,307.8101806640625
2021-03-01,371.49957275390625,317.06976318359375
2021-03-02,368.60064697265625,311.9842834472656
2021-03-03,363.7182922363281,302.9305114746094
2021-03-04,359.21728515625,297.9724426269531
2021-03-05,365.8257141113281,302.4601745605469
2021-03-08,364.0043640136719,293.896240234375
2021-03-09,369.2015075683594,305.4879150390625
2021-03-10,371.49957275390625,304.6158447265625
2021-03-11,375.2662353515625,311.6316223144531
2021-03-12,375.771728515625,309.1035461425781
2021-03-15,378.01263427734375,312.4057312011719
2021-03-16,377.535888671875,314.1204528808594
2021-03-17,378.8232421875,315.41375732421875
2021-03-18,373.3114929199219,305.7524719238281
2021-03-19,372.6207580566406,306.8303527832031
2021-03-22,375.5960693359375,312.5843811035156
2021-03-23,372.6398620605469,311.2206726074219
2021-03-24,370.7454833984375,305.9718322753906
2021-03-25,372.8311767578125,305.4421081542969
2021-03-26,378.8392333984375,310.0237731933594
2021-03-29,378.6479797363281,309.9354248046875
2021-03-30,377.6434326171875,308.37554931640625
2021-03-31,379.1741638183594,313.0945739746094
2021-04-01,383.2688903808594,318.43170166015625
2021-04-05,388.76995849609375,324.7890625
2021-04-06,388.5404052734375,324.5634765625
2021-04-07,388.9900207519531,325.348388671875
2021-04-08,390.83648681640625,328.7428894042969
2021-04-09,393.6779479980469,330.7344665527344
2021-04-12,393.82147216796875,330.30279541015625
2021-04-13,394.9886779785156,334.1584777832031
2021-04-14,393.6396789550781,330.1458740234375
2021-04-15,397.86834716796875,335.1494140625
2021-04-16,399.1982116699219,335.5419006347656
2021-04-19,397.23687744140625,332.4710693359375
2021-04-20,394.3284912109375,330.0477600097656
2021-04-21,398.0596923828125,332.873291015625
2021-04-22,394.4241943359375,328.8606262207031
2021-04-23,398.7007141113281,333.0008850097656
2021-04-26,399.53302001953125,335.1690673828125
2021-04-27,399.4468994140625,333.71697998046875
2021-04-28,399.3321838378906,332.5888366699219
2021-04-29,401.87701416015625,333.7856750488281
2021-04-30,399.2364501953125,331.597900390625
2021-05-03,400.09747314453125,329.83184814453125
2021-05-04,397.6292419433594,323.8963317871094
2021-05-05,397.7535705566406,322.80731201171875
2021-05-06,400.92987060546875,325.2403869628906
2021-05-07,403.8478088378906,327.87957763671875
2021-05-10,399.8487243652344,319.5992126464844
2021-05-11,396.2801818847656,319.15765380859375
2021-05-12,387.8611145019531,310.8968811035156
2021-05-13,392.5203552246094,313.3005676269531
2021-05-14,398.547607421875,320.2172546386719
2021-05-17,397.53350830078125,318.27471923828125
2021-05-18,394.1084899902344,316.1261291503906
2021-05-19,393.0751953125,316.4891052246094
2021-05-20,397.3038635253906,322.611083984375
2021-05-21,396.97857666015625,320.8255615234375
2021-05-24,401.0255126953125,326.2215576171875
2021-05-25,400.1357116699219,326.6728515625
2021-05-26,400.92987060546875,327.8108825683594
2021-05-27,401.14031982421875,326.58453369140625
2021-05-28,401.85784912109375,327.6146240234375
2021-06-01,401.5038757324219,326.5256042480469
2021-06-02,402.13531494140625,327.163330078125
2021-06-03,400.642822265625,323.75897216796875
2021-06-04,404.3070373535156,329.2530822753906
2021-06-07,403.9148254394531,330.2341613769531
2021-06-08,404.0009460449219,330.3911437988281
2021-06-09,403.39813232421875,330.4696044921875
2021-06-10,405.2732849121094,333.91326904296875
2021-06-11,405.9430236816406,334.78631591796875
2021-06-14,406.8519287109375,337.9945373535156
2021-06-15,406.1056823730469,335.78717041015625
2021-06-16,403.8382568359375,334.5608215332031
2021-06-17,403.7042541503906,338.80889892578125
2021-06-18,398.2581787109375,336.1501159667969
2021-06-21,403.9595947265625,338.2392883300781
2021-06-22,406.1192626953125,341.3922424316406
2021-06-23,405.6297607421875,341.5592041015625
2021-06-24,408.029296875,343.6709899902344
2021-06-25,409.47869873046875,343.2486267089844
2021-06-28,410.3041687011719,347.423095703125
2021-06-29,410.5249328613281,348.6803894042969
2021-06-30,410.8705139160156,348.13031005859375
2021-07-01,413.14532470703125,348.2678527832031
2021-07-02,416.3031921386719,352.26556396484375
2021-07-06,415.5449523925781,353.7879943847656
2021-07-07,417.0135192871094,354.534423828125
2021-07-08,413.61566162109375,352.3931884765625
2021-07-09,418.03094482421875,354.5933532714844
2021-07-12,419.5282897949219,355.9783020019531
2021-07-13,418.09814453125,355.9783020019531
2021-07-14,418.7220458984375,356.61676025390625
2021-07-15,417.2919006347656,354.1120300292969
2021-07-16,414.0187683105469,351.2439270019531
2021-07-19,407.90460205078125,348.3660583496094
2021-07-20,413.75,352.4128112792969
2021-07-21,417.0998229980469,355.13360595703125
2021-07-22,417.9732971191406,357.4810791015625
2021-07-23,422.27349853515625,361.65557861328125
2021-07-26,423.31005859375,361.9404602050781
2021-07-27,421.3808288574219,357.95257568359375
2021-07-28,421.2079772949219,359.3277282714844
2021-07-29,422.95489501953125,359.9662170410156
2021-07-30,420.9008483886719,358.0901184082031
2021-08-02,420.0177917480469,358.11956787109375
2021-08-03,423.43487548828125,360.2902526855469
2021-08-04,421.35198974609375,360.81085205078125
2021-08-05,424.0203857421875,363.09942626953125
2021-08-06,424.7209777832031,361.50823974609375
2021-08-09,424.37548828125,362.1761474609375
2021-08-10,424.9034423828125,360.3197326660156
2021-08-11,425.959228515625,359.700927734375
2021-08-12,427.2358093261719,360.9974365234375
2021-08-13,428.0133361816406,362.26458740234375
2021-08-16,429.0210876464844,362.42169189453125
2021-08-17,426.2087707519531,359.2294921875
2021-08-18,421.5439453125,355.7720642089844
2021-08-19,422.1966552734375,357.4909362792969
2021-08-20,425.5560607910156,361.19390869140625
2021-08-23,429.2994689941406,366.59619140625
2021-08-24,429.98095703125,367.7159729003906
2021-08-25,430.8832092285156,368.13824462890625
2021-08-26,428.339599609375,365.8005676269531
2021-08-27,432.16937255859375,369.3562316894531
2021-08-30,434.06988525390625,373.501220703125
2021-08-31,433.4267883300781,373.1967468261719
2021-09-01,433.6572265625,373.8155517578125
2021-09-02,434.9913635253906,373.6387023925781
2021-09-03,434.8857116699219,374.7879333496094
2021-09-07,433.3308410644531,375.3183288574219
2021-09-08,432.8029479980469,374.011962890625
2021-09-09,430.9504089355469,372.7252197265625
2021-09-10,427.5525817871094,369.8964538574219
2021-09-13,428.6467590332031,369.64105224609375
2021-09-14,426.33367919921875,368.590087890625
2021-09-15,429.89459228515625,371.3304138183594
2021-09-16,429.2131042480469,371.5858459472656
2021-09-17,425.0321044921875,367.1854248046875
2021-09-20,417.94500732421875,359.5982360839844
2021-09-21,417.55029296875,360.0407409667969
2021-09-22,421.6233825683594,363.4036865234375
2021-09-23,426.74615478515625,366.7568054199219
2021-09-24,427.4490661621094,367.10089111328125
2021-09-27,426.22613525390625,364.17071533203125
2021-09-28,417.6369323730469,353.86553955078125
2021-09-29,418.3398742675781,353.2853698730469
2021-09-30,413.2267761230469,351.9873352050781
2021-10-01,418.13763427734375,354.1703186035156
2021-10-04,412.7453308105469,346.7364501953125
2021-10-05,417.0399169921875,351.4169921875
2021-10-06,418.7730712890625,353.6688537597656
2021-10-07,422.3937072753906,356.9137878417969
2021-10-08,421.6233825683594,355.1340026855469
2021-10-11,418.57098388671875,352.41021728515625
2021-10-12,417.5406188964844,351.1810302734375
2021-10-13,419.0428161621094,353.9933776855469
2021-10-14,426.0913391113281,360.5126953125
2021-10-15,429.33636474609375,362.7841796875
2021-10-18,430.6074523925781,366.4322814941406
2021-10-19,433.9294738769531,369.2052001953125
2021-10-20,435.6338806152344,368.7234191894531
2021-10-21,436.77008056640625,370.9751892089844
2021-10-22,436.3175048828125,367.8580627441406
2021-10-25,438.6573791503906,371.6241455078125
2021-10-26,439.0522766113281,372.7942810058594
2021-10-27,437.10711669921875,373.6596374511719
2021-10-28,441.3247375488281,377.8092041015625
2021-10-29,442.22021484375,379.66766357421875
2021-11-01,442.9809265136719,380.9656677246094
2021-11-02,444.77197265625,382.55865478515625
2021-11-03,447.48736572265625,386.6197204589844
2021-11-04,449.59619140625,391.5755920410156
2021-11-05,451.15606689453125,391.9493103027344
2021-11-08,451.541259765625,391.41827392578125
2021-11-09,450.04876708984375,388.7239990234375
2021-11-10,446.42816162109375,383.0110168457031
2021-11-11,446.5726013183594,384.07293701171875
2021-11-12,449.9428405761719,388.1144104003906
2021-11-15,450.09686279296875,388.02581787109375
2021-11-16,451.8782653808594,390.78900146484375
2021-11-17,450.7806091308594,390.9954833984375
2021-11-18,452.3116455078125,395.0467529296875
2021-11-19,451.5027770996094,397.2493591308594
2021-11-22,450.23175048828125,392.63763427734375
2021-11-23,450.8287048339844,390.8480224609375
2021-11-24,452.0323791503906,392.10662841796875
2021-11-26,441.95062255859375,384.67279052734375
2021-11-29,447.3717956542969,393.0211181640625
2021-11-30,438.66705322265625,387.2490539550781
2021-12-01,433.794677734375,380.66082763671875
2021-12-02,440.43878173828125,383.4043273925781
2021-12-03,436.6064453125,376.7374572753906
2021-12-06,441.7772521972656,379.7562561035156
2021-12-07,450.9154052734375,391.192138671875
2021-12-08,452.1094055175781,392.9424133300781
2021-12-09,449.05694580078125,387.1605529785156
2021-12-10,453.2841491699219,391.369140625
2021-12-13,449.2687683105469,385.7151184082031
2021-12-14,446.17779541015625,381.72283935546875
2021-12-15,453.1493835449219,390.4251403808594
2021-12-16,449.1532287597656,380.3854675292969
2021-12-17,444.37298583984375,378.48773193359375
2021-12-20,439.6477966308594,374.8162841796875
2021-12-21,447.4554138183594,383.204833984375
2021-12-22,451.9294128417969,387.8716125488281
2021-12-23,454.7413635253906,390.79583740234375
2021-12-27,461.1769104003906,397.2546081542969
2021-12-28,460.8000793457031,395.4134826660156
